"edad","sexo","nrodepen","fonopart","fonolab","autovaluo","esaval","tieneaval","antiguedad","tiporenta","dpto","morosidad"
37,"M",3,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
37,"M",3,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
37,"M",2,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
37,"F",2,"No","Si","No","No","Si",3,"Fijo","Cusco","No Moroso"
37,"F",2,"No","Si","No","No","Si",3,"Fijo","Cusco","No Moroso"
37,"F",2,"Si","Si","No","No","No",3,"Variable","Cusco","No Moroso"
37,"M",2,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
37,"M",2,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
37,"F",2,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
37,"M",2,"No","No","Si","No","No",3,"Variable","Cusco","No Moroso"
37,"M",2,"No","No","Si","Si","Si",3,"Variable","Cusco","No Moroso"
37,"M",1,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
37,"F",1,"No","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
37,"F",1,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
37,"F",1,"Si","No","No","No","No",3,"Fijo","Cusco","No Moroso"
37,"M",1,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
37,"F",1,"No","Si","No","No","Si",3,"Fijo","Cusco","No Moroso"
37,"F",1,"No","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
37,"F",1,"Si","Si","No","No","No",3,"Variable","Cusco","No Moroso"
37,"F",1,"Si","No","No","No","No",3,"Variable","Cusco","No Moroso"
37,"M",1,"Si","No","No","No","No",3,"Variable","Cusco","No Moroso"
37,"M",1,"Si","Si","Si","Si","No",3,"Variable","Cusco","No Moroso"
37,"M",1,"No","No","No","No","Si",3,"Variable","Cusco","No Moroso"
37,"F",1,"Si","No","No","No","Si",3,"Variable","Cusco","No Moroso"
37,"M",1,"Si","Si","No","No","No",3,"Variable","Cusco","No Moroso"
37,"M",1,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
37,"F",1,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
37,"F",0,"No","Si","No","Si","Si",3,"Fijo","Cusco","No Moroso"
37,"F",0,"No","Si","No","Si","Si",3,"Fijo","Cusco","No Moroso"
37,"F",0,"No","No","No","No","No",3,"Fijo","Cusco","No Moroso"
37,"F",0,"No","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
37,"M",0,"No","Si","No","No","Si",3,"Fijo","Cusco","No Moroso"
37,"F",0,"No","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
37,"M",0,"Si","Si","No","No","No",3,"Variable","Cusco","No Moroso"
37,"M",0,"Si","No","No","No","No",3,"Variable","Cusco","No Moroso"
37,"M",0,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
37,"F",0,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
37,"F",0,"No","No","No","Si","Si",3,"Variable","Cusco","No Moroso"
37,"F",0,"No","No","No","Si","No",3,"Variable","Cusco","No Moroso"
37,"M",0,"Si","No","No","No","No",3,"Variable","Cusco","No Moroso"
38,"M",5,"No","Si","No","No","Si",3,"Fijo","Cusco","Moroso"
38,"F",5,"No","Si","No","No","No",3,"Fijo","Cusco","Moroso"
38,"F",5,"Si","Si","No","No","No",3,"Fijo","Cusco","Moroso"
38,"F",5,"No","Si","No","No","No",3,"Variable","Cusco","Moroso"
38,"F",5,"No","No","No","Si","No",3,"Variable","Cusco","Moroso"
38,"M",5,"No","No","Si","Si","No",3,"Variable","Cusco","Moroso"
38,"M",5,"Si","No","No","No","No",3,"Variable","Cusco","Moroso"
38,"F",4,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
38,"M",4,"No","No","No","Si","Si",3,"Variable","Cusco","Moroso"
38,"M",4,"No","No","No","No","No",3,"Variable","Cusco","Moroso"
38,"M",4,"Si","No","Si","Si","No",3,"Variable","Cusco","Moroso"
38,"F",4,"No","No","Si","No","No",3,"Variable","Cusco","Moroso"
38,"F",4,"No","No","No","Si","Si",3,"Variable","Cusco","Moroso"
38,"F",4,"No","No","No","Si","Si",3,"Variable","Cusco","No Moroso"
38,"F",3,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
38,"F",3,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
38,"M",2,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
38,"F",2,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
38,"F",2,"No","Si","No","No","Si",3,"Fijo","Cusco","No Moroso"
38,"M",2,"No","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
38,"F",2,"Si","No","No","No","Si",3,"Variable","Cusco","No Moroso"
38,"M",2,"No","No","No","Si","No",3,"Variable","Cusco","No Moroso"
38,"M",2,"No","No","No","Si","Si",3,"Variable","Cusco","No Moroso"
38,"F",2,"No","Si","No","No","No",3,"Variable","Cusco","No Moroso"
38,"F",1,"No","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
38,"M",1,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
38,"M",1,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
38,"F",1,"No","Si","No","No","Si",3,"Fijo","Cusco","No Moroso"
38,"F",1,"No","Si","No","No","Si",3,"Fijo","Cusco","No Moroso"
38,"F",1,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
38,"M",1,"No","No","Si","No","No",3,"Variable","Cusco","No Moroso"
38,"M",1,"No","No","No","No","Si",3,"Variable","Cusco","No Moroso"
38,"M",1,"No","No","No","Si","No",3,"Variable","Cusco","No Moroso"
38,"F",1,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
38,"F",1,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
38,"F",1,"No","No","No","Si","Si",3,"Variable","Cusco","No Moroso"
38,"M",1,"No","No","Si","No","No",3,"Variable","Cusco","No Moroso"
38,"M",1,"No","No","No","Si","No",3,"Variable","Cusco","No Moroso"
38,"F",1,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
38,"F",0,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
38,"F",0,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
38,"M",0,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
38,"M",0,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
38,"F",0,"Si","Si","No","No","No",3,"Variable","Cusco","No Moroso"
38,"F",0,"Si","No","Si","No","No",3,"Variable","Cusco","No Moroso"
38,"M",0,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
38,"M",0,"No","No","No","No","Si",3,"Variable","Cusco","No Moroso"
38,"F",0,"No","No","Si","No","No",3,"Variable","Cusco","No Moroso"
38,"F",0,"No","No","Si","Si","No",3,"Variable","Cusco","No Moroso"
39,"F",5,"Si","No","No","No","No",3,"Variable","Cusco","Moroso"
39,"M",5,"No","No","No","Si","Si",3,"Variable","Cusco","Moroso"
39,"M",5,"Si","No","No","No","Si",3,"Variable","Cusco","Moroso"
39,"F",5,"No","No","No","No","No",3,"Variable","Cusco","Moroso"
39,"M",5,"No","No","Si","No","No",3,"Variable","Cusco","Moroso"
39,"F",4,"Si","Si","Si","Si","Si",3,"Fijo","Cusco","Moroso"
39,"F",4,"No","No","Si","No","No",3,"Variable","Cusco","Moroso"
39,"M",4,"Si","Si","No","No","No",3,"Variable","Cusco","Moroso"
39,"M",4,"No","No","Si","No","No",3,"Variable","Cusco","Moroso"
39,"F",4,"No","No","No","No","Si",3,"Variable","Cusco","Moroso"
39,"M",4,"Si","No","No","No","No",3,"Variable","Cusco","Moroso"
39,"F",4,"No","No","No","No","No",3,"Variable","Cusco","Moroso"
39,"M",4,"No","No","No","No","No",3,"Variable","Cusco","Moroso"
39,"F",3,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
39,"M",3,"No","No","Si","No","No",3,"Variable","Cusco","No Moroso"
39,"M",3,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
39,"M",3,"No","No","Si","No","No",3,"Variable","Cusco","No Moroso"
39,"F",2,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
39,"F",2,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
39,"F",2,"No","Si","No","No","Si",3,"Fijo","Cusco","No Moroso"
39,"M",2,"Si","Si","No","No","Si",3,"Variable","Cusco","No Moroso"
39,"M",2,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
39,"F",2,"Si","No","No","No","No",3,"Variable","Cusco","No Moroso"
39,"M",2,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
39,"M",2,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
39,"M",1,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
39,"F",1,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
39,"F",1,"Si","No","No","No","No",3,"Fijo","Cusco","No Moroso"
39,"F",1,"No","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
39,"F",1,"No","No","No","No","No",3,"Fijo","Cusco","No Moroso"
39,"F",1,"No","No","No","No","Si",3,"Variable","Cusco","No Moroso"
39,"M",1,"Si","Si","No","No","No",3,"Variable","Cusco","No Moroso"
39,"M",1,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
39,"M",1,"No","No","Si","Si","Si",3,"Variable","Cusco","No Moroso"
39,"M",1,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
39,"F",1,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
39,"M",1,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
39,"M",1,"Si","Si","No","No","No",3,"Variable","Cusco","No Moroso"
39,"M",0,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
39,"F",0,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
39,"M",0,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
39,"F",0,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
39,"F",0,"Si","Si","No","No","Si",3,"Fijo","Cusco","No Moroso"
39,"M",0,"No","No","Si","No","No",3,"Variable","Cusco","No Moroso"
39,"F",0,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
39,"F",0,"Si","Si","No","No","No",3,"Variable","Cusco","No Moroso"
39,"M",0,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
39,"M",0,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
39,"F",0,"No","No","No","No","Si",3,"Variable","Cusco","No Moroso"
39,"F",0,"No","No","No","No","Si",3,"Variable","Cusco","No Moroso"
40,"F",5,"Si","Si","No","No","No",3,"Variable","Cusco","No Moroso"
40,"M",5,"No","No","No","No","No",3,"Variable","Cusco","Moroso"
40,"F",5,"Si","Si","Si","No","No",3,"Variable","Cusco","Moroso"
40,"M",5,"Si","No","No","No","No",3,"Variable","Cusco","Moroso"
40,"M",5,"No","No","No","No","Si",3,"Variable","Cusco","Moroso"
40,"F",4,"No","Si","Si","No","No",3,"Fijo","Cusco","Moroso"
40,"M",4,"No","No","No","Si","No",3,"Variable","Cusco","Moroso"
40,"F",4,"No","No","Si","No","No",3,"Variable","Cusco","Moroso"
40,"F",4,"No","No","Si","No","No",3,"Variable","Cusco","Moroso"
40,"M",4,"No","No","No","No","No",3,"Variable","Cusco","Moroso"
40,"M",4,"Si","No","No","No","No",3,"Variable","Cusco","Moroso"
40,"F",3,"Si","Si","No","Si","No",3,"Fijo","Cusco","No Moroso"
40,"F",3,"No","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
40,"F",2,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
40,"F",2,"No","Si","No","Si","Si",3,"Fijo","Cusco","No Moroso"
40,"M",2,"Si","Si","No","No","Si",3,"Fijo","Cusco","No Moroso"
40,"F",2,"No","Si","No","No","No",3,"Variable","Cusco","No Moroso"
40,"M",2,"Si","No","Si","Si","Si",3,"Variable","Cusco","No Moroso"
40,"F",2,"Si","No","No","No","Si",3,"Variable","Cusco","No Moroso"
40,"M",2,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
40,"M",2,"No","No","No","No","Si",3,"Variable","Cusco","No Moroso"
40,"M",2,"Si","No","Si","No","No",3,"Variable","Cusco","No Moroso"
40,"M",2,"No","No","Si","No","No",3,"Variable","Cusco","No Moroso"
40,"M",2,"Si","No","No","No","No",3,"Variable","Cusco","No Moroso"
40,"F",1,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
40,"F",1,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
40,"M",1,"No","Si","No","No","Si",3,"Fijo","Cusco","No Moroso"
40,"F",1,"No","No","No","No","No",3,"Fijo","Cusco","No Moroso"
40,"M",1,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
40,"F",1,"Si","Si","No","Si","No",3,"Variable","Cusco","No Moroso"
40,"M",1,"No","No","No","Si","Si",3,"Variable","Cusco","No Moroso"
40,"M",1,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
40,"F",1,"Si","No","No","No","No",3,"Variable","Cusco","No Moroso"
40,"F",1,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
40,"F",1,"Si","No","Si","No","No",3,"Variable","Cusco","No Moroso"
40,"F",1,"Si","Si","Si","Si","No",3,"Variable","Cusco","No Moroso"
40,"M",1,"No","Si","No","No","No",3,"Variable","Cusco","No Moroso"
40,"M",0,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
40,"M",0,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
40,"F",0,"No","Si","No","No","Si",3,"Fijo","Cusco","No Moroso"
40,"F",0,"No","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
40,"F",0,"Si","Si","No","No","Si",3,"Fijo","Cusco","No Moroso"
40,"M",0,"No","Si","No","No","Si",3,"Fijo","Cusco","No Moroso"
40,"M",0,"No","No","No","No","Si",3,"Fijo","Cusco","No Moroso"
40,"M",0,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
40,"M",0,"No","No","Si","No","No",3,"Variable","Cusco","No Moroso"
40,"M",0,"Si","No","No","No","Si",3,"Variable","Cusco","No Moroso"
40,"F",0,"Si","Si","No","No","Si",3,"Variable","Cusco","No Moroso"
40,"F",0,"No","Si","Si","No","No",3,"Variable","Cusco","No Moroso"
40,"M",0,"Si","No","No","No","No",3,"Variable","Cusco","No Moroso"
41,"F",5,"No","Si","No","No","Si",3,"Fijo","Cusco","Moroso"
41,"F",5,"Si","No","No","No","No",3,"Variable","Cusco","Moroso"
41,"F",5,"Si","Si","Si","No","No",3,"Variable","Cusco","Moroso"
41,"M",5,"Si","Si","No","No","No",3,"Variable","Cusco","Moroso"
41,"M",5,"No","No","No","No","No",3,"Variable","Cusco","Moroso"
41,"F",5,"No","Si","No","Si","Si",3,"Variable","Cusco","Moroso"
41,"M",4,"Si","Si","No","No","No",3,"Fijo","Cusco","Moroso"
41,"M",4,"No","Si","No","No","No",3,"Fijo","Cusco","Moroso"
41,"M",4,"Si","Si","No","No","No",3,"Fijo","Cusco","Moroso"
41,"F",4,"No","Si","Si","No","No",3,"Fijo","Cusco","Moroso"
41,"M",4,"No","No","No","No","No",3,"Variable","Cusco","Moroso"
41,"F",4,"Si","Si","No","No","No",3,"Variable","Cusco","Moroso"
41,"F",4,"No","No","No","No","No",3,"Variable","Cusco","Moroso"
41,"F",4,"No","No","No","No","No",3,"Variable","Cusco","Moroso"
41,"F",3,"No","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
41,"M",3,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
41,"F",3,"Si","No","Si","No","No",3,"Variable","Cusco","No Moroso"
41,"M",3,"No","No","Si","No","No",3,"Variable","Cusco","No Moroso"
41,"M",3,"No","No","No","Si","Si",3,"Variable","Cusco","No Moroso"
41,"F",3,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
41,"M",2,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
41,"F",2,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
41,"M",2,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
41,"M",2,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
41,"F",2,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
41,"M",2,"No","No","Si","No","No",3,"Variable","Cusco","No Moroso"
41,"M",2,"No","No","No","Si","Si",3,"Variable","Cusco","No Moroso"
41,"F",2,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
41,"M",2,"Si","Si","No","No","No",3,"Variable","Cusco","No Moroso"
41,"M",1,"No","Si","No","Si","Si",3,"Fijo","Cusco","No Moroso"
41,"M",1,"No","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
41,"M",1,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
41,"M",1,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
41,"M",1,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
41,"F",1,"No","No","Si","No","No",3,"Variable","Cusco","No Moroso"
41,"F",1,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
41,"F",0,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
41,"F",0,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
41,"F",0,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
41,"M",0,"Si","No","No","No","Si",3,"Fijo","Cusco","No Moroso"
41,"M",0,"Si","Si","No","No","Si",3,"Fijo","Cusco","No Moroso"
41,"F",0,"Si","Si","No","No","No",3,"Variable","Cusco","No Moroso"
41,"M",0,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
41,"F",0,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
41,"M",0,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
41,"M",0,"No","No","No","Si","Si",3,"Variable","Cusco","No Moroso"
41,"F",0,"Si","Si","No","No","No",3,"Variable","Cusco","No Moroso"
42,"F",5,"No","No","Si","No","No",3,"Variable","Cusco","Moroso"
42,"M",5,"Si","No","No","No","No",3,"Variable","Cusco","Moroso"
42,"M",4,"No","No","No","No","No",3,"Variable","Cusco","Moroso"
42,"M",4,"No","No","No","No","No",3,"Variable","Cusco","Moroso"
42,"M",4,"Si","Si","No","No","No",3,"Variable","Cusco","Moroso"
42,"F",4,"No","Si","No","No","Si",3,"Variable","Cusco","Moroso"
42,"F",3,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
42,"F",3,"No","Si","No","Si","Si",3,"Variable","Cusco","No Moroso"
42,"F",3,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
42,"F",2,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
42,"F",2,"Si","Si","No","No","Si",3,"Fijo","Cusco","No Moroso"
42,"F",2,"No","Si","No","Si","Si",3,"Fijo","Cusco","No Moroso"
42,"F",2,"No","No","No","Si","Si",3,"Variable","Cusco","No Moroso"
42,"M",2,"Si","Si","Si","No","No",3,"Variable","Cusco","No Moroso"
42,"F",2,"Si","Si","No","Si","No",3,"Variable","Cusco","No Moroso"
42,"F",2,"Si","No","No","No","No",3,"Variable","Cusco","No Moroso"
42,"F",2,"Si","No","No","No","No",3,"Variable","Cusco","No Moroso"
42,"M",2,"Si","No","No","No","No",3,"Variable","Cusco","No Moroso"
42,"M",2,"No","No","Si","No","No",3,"Variable","Cusco","No Moroso"
42,"M",2,"No","No","Si","No","No",3,"Variable","Cusco","No Moroso"
42,"F",2,"No","Si","Si","No","No",3,"Variable","Cusco","No Moroso"
42,"M",1,"Si","No","No","No","No",3,"Fijo","Cusco","No Moroso"
42,"F",1,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
42,"F",1,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
42,"F",1,"No","Si","No","Si","Si",3,"Fijo","Cusco","No Moroso"
42,"F",1,"No","Si","No","Si","Si",3,"Fijo","Cusco","No Moroso"
42,"M",1,"Si","No","No","No","No",3,"Fijo","Cusco","No Moroso"
42,"F",1,"No","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
42,"F",1,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
42,"F",1,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
42,"M",1,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
42,"F",1,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
42,"F",1,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
42,"M",1,"No","No","Si","No","No",3,"Variable","Cusco","No Moroso"
42,"M",1,"Si","No","No","No","No",3,"Variable","Cusco","No Moroso"
42,"M",1,"Si","No","No","No","No",3,"Variable","Cusco","No Moroso"
42,"M",0,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
42,"F",0,"No","Si","No","No","Si",3,"Fijo","Cusco","No Moroso"
42,"F",0,"Si","Si","Si","Si","No",3,"Fijo","Cusco","No Moroso"
42,"F",0,"No","Si","No","No","Si",3,"Fijo","Cusco","No Moroso"
42,"F",0,"No","No","No","No","Si",3,"Fijo","Cusco","No Moroso"
42,"M",0,"Si","Si","No","Si","No",3,"Fijo","Cusco","No Moroso"
42,"F",0,"Si","No","No","No","No",3,"Variable","Cusco","No Moroso"
42,"M",0,"Si","No","Si","No","No",3,"Variable","Cusco","No Moroso"
42,"F",0,"Si","Si","No","No","No",3,"Variable","Cusco","No Moroso"
42,"F",0,"No","No","Si","No","Si",3,"Variable","Cusco","No Moroso"
43,"M",5,"Si","No","No","No","No",3,"Variable","Cusco","Moroso"
43,"F",5,"No","No","Si","No","No",3,"Variable","Cusco","Moroso"
43,"F",4,"Si","Si","No","No","No",3,"Fijo","Cusco","Moroso"
43,"F",4,"Si","Si","No","No","No",3,"Fijo","Cusco","Moroso"
43,"M",4,"Si","Si","Si","No","No",3,"Variable","Cusco","Moroso"
43,"M",4,"No","No","No","No","No",3,"Variable","Cusco","Moroso"
43,"F",4,"No","No","Si","No","No",3,"Variable","Cusco","Moroso"
43,"M",4,"No","No","Si","No","No",3,"Variable","Cusco","Moroso"
43,"F",4,"No","No","No","No","No",3,"Variable","Cusco","Moroso"
43,"F",4,"No","No","Si","No","No",3,"Variable","Cusco","Moroso"
43,"M",4,"No","No","No","No","Si",3,"Variable","Cusco","No Moroso"
43,"M",3,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
43,"F",3,"No","Si","No","Si","No",3,"Fijo","Cusco","No Moroso"
43,"F",3,"No","No","No","Si","Si",3,"Variable","Cusco","No Moroso"
43,"F",2,"No","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
43,"F",2,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
43,"M",2,"Si","Si","No","No","No",3,"Variable","Cusco","No Moroso"
43,"M",2,"No","No","Si","No","No",3,"Variable","Cusco","No Moroso"
43,"F",2,"No","No","No","Si","No",3,"Variable","Cusco","No Moroso"
43,"M",2,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
43,"M",2,"Si","Si","Si","No","No",3,"Variable","Cusco","No Moroso"
43,"M",2,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
43,"M",2,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
43,"M",2,"No","No","No","Si","No",3,"Variable","Cusco","No Moroso"
43,"F",2,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
43,"M",2,"No","No","No","Si","Si",3,"Variable","Cusco","No Moroso"
43,"F",2,"No","No","Si","No","Si",3,"Variable","Cusco","No Moroso"
43,"M",2,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
43,"F",2,"Si","Si","Si","No","No",3,"Variable","Cusco","No Moroso"
43,"M",2,"No","No","No","No","Si",3,"Variable","Cusco","No Moroso"
43,"M",2,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
43,"F",1,"No","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
43,"F",1,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
43,"F",1,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
43,"F",1,"No","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
43,"M",1,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
43,"F",1,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
43,"M",1,"No","No","Si","No","No",3,"Variable","Cusco","No Moroso"
43,"M",1,"No","No","Si","No","No",3,"Variable","Cusco","No Moroso"
43,"F",1,"Si","Si","No","No","No",3,"Variable","Cusco","No Moroso"
43,"F",1,"No","No","Si","No","No",3,"Variable","Cusco","No Moroso"
43,"F",1,"No","No","Si","Si","Si",3,"Variable","Cusco","No Moroso"
43,"M",1,"No","Si","No","No","No",3,"Variable","Cusco","No Moroso"
43,"M",0,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
43,"M",0,"Si","No","No","No","No",3,"Fijo","Cusco","No Moroso"
43,"F",0,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
43,"F",0,"No","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
43,"M",0,"No","No","Si","Si","No",3,"Variable","Cusco","No Moroso"
43,"M",0,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
43,"M",0,"Si","No","No","No","No",3,"Variable","Cusco","No Moroso"
44,"F",5,"No","No","No","No","No",3,"Variable","Cusco","Moroso"
44,"M",5,"No","No","No","No","No",3,"Variable","Cusco","Moroso"
44,"F",5,"No","No","Si","No","No",3,"Variable","Cusco","No Moroso"
44,"F",4,"No","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
44,"M",4,"Si","No","No","No","No",3,"Variable","Cusco","Moroso"
44,"F",4,"No","No","No","No","No",3,"Variable","Cusco","Moroso"
44,"F",4,"No","No","No","No","No",3,"Variable","Cusco","Moroso"
44,"M",3,"Si","Si","Si","No","No",3,"Variable","Cusco","No Moroso"
44,"M",2,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
44,"F",2,"No","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
44,"F",2,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
44,"M",2,"Si","No","No","No","No",3,"Variable","Cusco","No Moroso"
44,"F",2,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
44,"M",2,"Si","No","No","No","No",3,"Variable","Cusco","No Moroso"
44,"M",2,"Si","Si","Si","No","No",3,"Variable","Cusco","No Moroso"
44,"M",2,"No","No","Si","No","No",3,"Variable","Cusco","No Moroso"
44,"M",2,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
44,"M",2,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
44,"F",2,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
44,"M",1,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
44,"F",1,"No","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
44,"M",1,"No","No","Si","No","Si",3,"Variable","Cusco","No Moroso"
44,"M",1,"No","No","Si","No","No",3,"Variable","Cusco","No Moroso"
44,"M",1,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
44,"M",1,"No","No","Si","Si","No",3,"Variable","Cusco","No Moroso"
44,"M",1,"No","No","Si","No","No",3,"Variable","Cusco","No Moroso"
44,"M",0,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
44,"F",0,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
44,"M",0,"Si","Si","No","No","No",3,"Variable","Cusco","No Moroso"
44,"F",0,"Si","No","No","No","No",3,"Variable","Cusco","No Moroso"
